Name,County,Date,Start Date and Time,End Date and Time,Latitude,Longitude,Acres Burned,Duration,Maximum Temperature,Minimum Temperature,Temperature,Dew Point,Precipitation,Wind Speed,Wind Gust,Wind Direction,Cloud Cover,Relative Humidity,Solar Radiation,Solar Energy,PDSI,NDVI,Elevation,Slope
Sky Fire ,Contra Costa,2019-10-27,2019-10-27 11:29:03+00:00,2019-10-28 16:30:00+00:00,38.03545,-122.2241,150.0,1.2089930555555555,69.6,51.9,61.6,22.1,0.0,34.9,50.6,92.92,3.5,24.95,329.5,14.2,0.9300003051757812,3584.0,101,8.048211097717285
Sawday Fire ,San Diego,2019-10-25,2019-10-25 10:52:04+00:00,2019-10-28 19:31:00+00:00,33.055124,-116.742508,97.0,3.3603703703703705,89.4,60.2,76.7,16.4,0.0,17.9,31.1,67.71,0.9,11.08,391.3,18.3,1.2000007629394531,3970.0,781,4.513156414031982
Tick Fire,Los Angeles,2019-10-24,2019-10-24 14:51:46+00:00,,34.472778,-118.368056,4615.0,,89.4,58.9,74.2,15.7,0.0,18.0,31.6,184.58,0.0,15.68,352.1,17.7,-0.5500001907348633,2325.0,633,0.0
Copper Fire,San Diego,2019-10-31,2019-10-31 06:39:56+00:00,,32.564583,-116.834583,50.0,,79.8,53.0,64.4,11.2,0.0,18.8,31.1,146.04,3.2,18.15,314.4,15.8,1.5900001525878906,3588.0,414,15.422136306762695
Caples Fire,El Dorado,2019-10-11,2019-10-11 12:47:59+00:00,,38.724,-120.145,3435.0,,60.8,20.7,38.6,14.0,0.0,6.5,,124.52,2.8,40.95,262.6,13.2,-0.0200004577636718,6596.0,2264,5.830084323883057
Old Water Fire,San Bernardino,2019-10-24,2019-10-24 04:53:17+00:00,,34.183624,-117.274276,145.0,,90.7,67.4,79.7,12.4,0.0,15.7,36.9,61.83,8.7,9.36,289.7,17.7,-0.7299995422363281,3647.0,575,11.208335876464844
Sandalwood Fire,Riverside,2019-10-10,2019-10-10 15:38:44+00:00,,33.9925,-117.059167,1011.0,,73.8,47.5,60.6,20.7,0.0,16.8,36.9,123.0,20.7,39.23,349.9,16.4,2.25,2172.0,728,2.2361788749694824
Burris Fire,Mendocino,2019-10-27,2019-10-27 14:54:40+00:00,2019-11-03 18:52:00+00:00,39.22431,-123.12887,703.0,7.1648148148148145,60.5,52.1,56.8,,0.0,6.9,16.1,203.5,,,355.5,14.1,1.010000228881836,4451.0,721,7.204997539520264
Sobrante Fire ,Riverside,2019-11-01,2019-11-01 13:04:34+00:00,2019-11-01 08:55:00+00:00,33.849906,-117.461363,19.0,-0.17331018518518518,84.6,39.3,61.7,2.9,0.0,10.5,19.7,69.25,0.0,13.12,275.4,16.9,1.0499992370605469,2217.0,430,3.868520021438599
Saddle Ridge Fire,Los Angeles,2019-10-10,2019-10-10 21:02:00+00:00,2019-10-31 09:10:00+00:00,34.32988,-118.48161,8799.0,20.505555555555556,81.6,57.3,69.5,31.6,0.0,20.0,33.3,113.0,30.1,41.76,404.5,18.9,2.229999542236328,4040.0,483,10.684823036193848
Palisades Fire,Los Angeles,2019-10-21,2019-10-21 11:52:52+00:00,2019-10-31 14:16:00+00:00,34.055768,-118.554091,42.0,10.099398148148149,87.4,67.8,76.6,41.7,0.0,11.3,,151.54,1.3,30.49,341.6,17.2,-0.0500001907348632,6073.0,95,18.3947696685791
Getty Fire ,Los Angeles,2019-10-28,2019-10-28 06:46:55+00:00,2019-11-05 17:30:00+00:00,34.098191,-118.478717,745.0,8.446585648148147,72.7,55.4,63.8,29.6,0.0,12.8,36.9,178.92,0.0,29.88,58.0,2.9,-0.5500001907348633,3456.0,236,10.61823558807373
Hillside Fire,San Bernardino,2019-10-31,2019-10-31 06:53:47+00:00,2019-11-05 09:03:00+00:00,34.183,-117.285,200.0,5.089733796296296,75.3,50.7,60.9,-5.2,0.0,13.9,26.4,46.46,3.7,6.96,293.9,16.9,-0.8199996948242188,3427.0,501,7.461684703826904
Eagle Fire,Lake,2019-11-05,2019-11-05 06:52:14+00:00,2019-11-06 18:30:00+00:00,39.100408,-122.496548,75.0,1.4845601851851853,78.9,38.9,55.9,39.0,0.0,5.3,,85.25,1.7,58.81,327.6,14.2,2.229999542236328,5704.0,954,15.739376068115234
Oak Fire,San Diego,2019-10-22,2019-10-22 19:20:44+00:00,,33.351145,-117.403719,,,93.5,51.9,71.8,32.9,0.0,11.1,17.2,98.0,3.1,28.57,392.7,17.0,1.770000457763672,3240.0,81,2.8910586833953857
Muir Fire,Marin,2019-10-24,2019-10-24 12:15:33+00:00,,37.896231,-122.636471,67.0,,87.0,65.0,74.8,31.1,0.0,10.7,15.0,128.71,15.9,21.42,370.0,16.0,0.9099998474121094,6346.0,37,5.8562421798706055
Cashe Fire ,Yolo,2019-11-25,2019-11-25 12:02:02+00:00,,38.734634,-121.729691,,,62.9,35.9,50.3,28.6,0.0,27.0,39.9,263.33,6.3,50.56,196.9,8.5,1.5900001525878906,3990.0,11,4.514560699462891
Elk Fire,Glenn,2019-10-04,2019-10-04 12:03:48+00:00,2019-10-03 12:03:00+00:00,41.70611111,-123.4375,63.0,-1.0005555555555556,58.5,48.4,53.5,49.4,0.01,8.8,12.8,148.22,24.2,86.49,372.5,17.4,1.3999996185302734,7436.0,445,26.98796272277832
Cow Fire,Inyo,2019-09-06,2019-09-06 12:23:00+00:00,2019-11-21 16:08:00+00:00,36.284,-118.228,1975.0,76.15625,,,,,0.0,,,,,,,,1.5400009155273438,6239.0,2924,10.63248348236084
Taboose Fire,Inyo,2019-09-06,2019-09-06 12:43:35+00:00,2019-11-21 16:09:00+00:00,37.034,-118.345,10296.0,76.14265046296296,92.3,54.0,73.6,49.5,0.0,10.8,24.2,233.0,2.1,49.21,454.4,22.9,2.540000915527344,2170.0,1851,7.463458061218262
Grove Fire,Lake,2019-10-17,2019-10-17 20:06:00+00:00,,38.88913,-122.604425,25.0,,68.1,49.7,58.9,46.1,0.0,15.3,30.0,270.83,20.7,65.79,356.6,15.4,1.3400001525878906,3401.0,427,1.5096619129180908
South Fire,Tehama,2019-09-05,2019-09-05 19:59:46+00:00,2019-12-02 16:12:00+00:00,40.109,-122.789,5332.0,87.8418287037037,96.8,67.9,82.2,48.0,0.0,22.2,34.4,218.88,0.8,33.44,422.3,22.8,1.0599994659423828,6128.0,938,17.953214645385742
Bear Fire ,Humboldt,2020-02-15,2020-02-15 17:48:27+00:00,,40.511092,-123.6378411,15.0,,52.9,38.9,45.5,41.3,0.0,9.0,,153.46,55.6,86.07,245.7,10.6,-0.9399995803833008,7798.0,1050,6.630767345428467
Beegum Fire,Tehama,2020-02-23,2020-02-23 08:35:30+00:00,2020-02-24 14:32:00+00:00,40.33583333,-122.84722222,75.0,1.2475694444444445,60.2,40.1,49.5,40.4,0.0,7.8,,156.17,22.0,71.47,353.2,16.5,-2.2799997329711914,5619.0,486,4.942326068878174
Antelope Fire,Sierra,2020-02-17,2020-02-17 15:04:08+00:00,2020-02-20 14:40:00+00:00,39.6923001,-120.3291855,102.0,2.9832407407407406,50.8,23.9,36.7,12.0,0.0,17.7,25.3,148.7,15.0,44.32,398.4,17.2,-1.260000228881836,2643.0,1492,1.854334115982056
Wood Fire,Lassen,2020-02-23,2020-02-23 17:50:20+00:00,2020-02-23 14:45:00+00:00,40.62155,-120.49392,57.0,-0.1287037037037037,60.9,26.7,43.1,23.4,0.0,18.3,,246.11,1.3,49.78,351.4,16.4,2.030000686645508,2257.0,1547,3.0361194610595703
Maria Fire ,Ventura,2019-10-31,2019-10-31 20:58:28+00:00,2019-11-06 18:00:00+00:00,34.302212,-118.997115,9999.0,5.876064814814815,78.7,52.7,64.8,8.0,0.0,23.5,33.5,130.63,2.8,16.29,366.2,15.8,-0.0799999237060546,5012.0,204,10.60389232635498
Kincade Fire,Sonoma,2019-10-23,2019-10-23 21:27:00+00:00,2019-11-06 19:00:00+00:00,38.792458,-122.780053,77758.0,13.897916666666667,87.1,49.4,67.4,38.3,0.0,12.6,24.2,179.38,0.2,45.75,47.9,2.6,-0.1300001144409179,5852.0,703,25.424659729003903
Grizzly Fire,Glenn,2020-03-02,2020-03-02 14:08:05+00:00,2020-03-05 07:26:00+00:00,39.774968,-122.384532,154.0,2.720775462962963,73.4,42.1,58.6,23.9,0.0,22.5,31.1,333.92,2.0,26.89,175.9,8.2,-2.1999998092651367,5976.0,156,5.547544956207275
Mann Fire,Riverside,2020-03-03,2020-03-03 11:13:50+00:00,,33.96957,-117.51793,180.0,,80.6,55.4,67.2,22.5,0.0,16.7,37.1,183.13,1.4,19.8,374.3,25.6,-0.1599998474121093,2932.0,191,3.4766292572021484
South Main Fire,Riverside,2020-03-06,2020-03-06 12:44:00+00:00,,33.65263,-117.40906,20.0,,74.3,44.2,58.4,44.3,0.0,12.0,20.3,168.88,7.7,63.22,448.5,21.0,0.8599996566772461,5150.0,798,3.8172082901000977
Baseball Fire,"Glenn, Mendocino",2020-02-25,2020-02-25 14:17:21+00:00,2020-03-03 11:21:00+00:00,39.75638899,-122.94111111,211.0,6.877534722222222,79.1,45.5,59.8,32.5,0.0,10.3,31.1,326.0,0.0,38.42,326.4,15.3,-2.3199996948242188,6245.0,1149,22.57826805114746
Baker Fire,Yuba,2020-03-03,2020-03-03 15:20:43+00:00,,39.45493,-121.12381,,,69.7,48.9,58.8,30.2,0.0,9.4,32.2,138.38,0.0,34.59,396.8,18.6,0.8999996185302734,6977.0,616,17.682039260864258
Carter Fire ,Imperial,2020-04-04,2020-04-04 20:22:08+00:00,2020-04-12 13:51:00+00:00,32.93432,-115.5865,275.0,7.72837962962963,84.8,57.2,69.3,37.3,0.0,24.9,33.4,232.67,0.0,32.79,420.4,22.7,6.629999160766602,5436.0,-26,3.548905372619629
Red Fire ,Tehama,2020-04-23,2020-04-23 20:52:04+00:00,2020-04-24 09:53:00+00:00,40.09554,-122.43905,26.0,0.5423148148148148,83.5,55.9,71.9,41.4,0.0,11.7,28.9,235.58,0.5,38.53,407.2,23.5,-2.9200000762939453,6228.0,156,3.032325506210327
Byron Fire,Contra Costa,2020-04-27,2020-04-27 14:59:04+00:00,2020-04-27 20:33:00+00:00,37.82066,-121.595225,47.0,0.23189814814814816,81.6,54.4,68.1,46.2,0.0,14.5,21.9,259.08,0.0,47.34,168.9,9.7,-2.1599998474121094,3609.0,5,0.9274099469184875
Bar Fire,Trinity,2020-04-25,2020-04-25 14:59:00+00:00,,40.63442,-122.97693,55.0,,79.9,56.1,66.7,46.6,0.0,6.3,,173.08,2.0,50.37,357.7,19.3,-2.9600000381469727,7318.0,529,7.366458892822266
Interstate 5 Fire,Kings,2020-05-03,2020-05-03 15:52:04+00:00,2020-05-03 13:31:00+00:00,36.075003,-120.106407,2060.0,-0.09796296296296296,80.8,54.1,67.2,47.0,0.0,17.8,25.3,290.96,12.4,52.13,400.3,27.4,-0.8199996948242188,2465.0,187,4.354072093963623
Hollister Fire,Santa Barbara,2020-05-07,2020-05-07 08:10:19+00:00,2020-05-09 13:50:00+00:00,34.47438,-120.29379,156.0,2.2358912037037038,82.6,48.8,64.1,43.6,0.0,13.1,17.2,165.92,0.5,50.55,417.8,30.1,1.1800003051757812,,19,9.283802032470703
Gilman Fire,Riverside,2020-05-18,2020-05-18 13:38:14+00:00,2020-05-18 18:11:00+00:00,33.861054,-117.024114,20.0,0.1894212962962963,72.0,57.1,63.3,53.8,0.0,16.5,23.0,200.58,76.8,72.45,273.8,20.7,3.059999465942383,4591.0,475,0.9274099469184875
Acres Fire,Madera,2020-05-21,2020-05-21 11:30:00+00:00,,37.11715,-119.982359,152.0,,83.2,50.6,68.6,49.1,0.0,10.7,17.2,282.46,2.9,54.91,493.6,28.4,-2.130000114440918,3001.0,123,4.627367496490479
Spanish Fire ,Napa,2020-05-22,2020-05-22 15:27:09+00:00,2020-05-23 14:00:00+00:00,38.697834,-122.403634,20.0,0.9394791666666666,76.3,48.4,63.1,43.4,0.0,11.6,21.9,263.58,6.4,53.57,552.4,31.8,-3.5500001907348637,5929.0,176,8.970914840698242
Range Fire,San Luis Obispo,2020-05-27,2020-05-27 19:33:55+00:00,2020-05-28 06:45:00+00:00,35.34237,-120.70524,5000.0,0.4660300925925926,84.5,56.3,68.4,53.8,0.0,9.2,,205.58,0.0,62.2,427.3,26.2,-0.9700002670288086,4066.0,163,3.003074407577514
Harley Fire,Riverside,2020-05-28,2020-05-28 17:08:59+00:00,2020-05-28 20:30:00+00:00,33.83167,-117.34934,60.0,0.1395949074074074,88.2,57.0,72.4,57.1,0.0,12.7,21.9,256.42,0.0,62.21,501.2,28.9,3.6299991607666016,3303.0,465,0.0
Creek Fire,Contra Costa,2020-05-30,2020-05-30 17:48:59+00:00,,35.9994,-86.8616,60.0,,80.5,60.6,71.0,56.0,0.0,11.9,24.2,321.0,17.7,62.15,535.9,28.9,2.790000915527344,8209.0,208,6.852556228637695
Acres Fire,Madera,2020-06-01,2020-06-01 15:29:05+00:00,,37.11806,-119.93221,237.0,,84.5,63.0,73.0,55.5,0.0,10.1,,302.5,14.9,55.76,320.8,18.5,-2.060000419616699,2231.0,173,7.00516414642334
Scorpion Fire,Santa Barbara,2020-05-31,2020-05-31 18:09:09+00:00,,34.01389,-119.74577,1395.0,,69.2,56.4,62.3,55.4,0.0,11.2,,213.96,52.1,78.65,355.4,21.7,-0.9499998092651368,3495.0,305,36.36481475830078
Nash Fire,Mendocino,2020-06-01,2020-06-01 17:41:59+00:00,,39.1296,-123.48018,10.0,,78.1,56.3,66.3,51.8,0.0,9.2,17.2,194.42,9.4,62.13,520.8,30.0,-3.260000228881836,7429.0,111,7.472977638244629
Horn Fire ,Lassen,2020-06-02,2020-06-02 17:01:52+00:00,2020-06-02 18:33:00+00:00,40.809323,-120.288882,37.0,0.06328703703703703,84.6,44.4,65.6,41.4,0.0,12.1,18.3,198.96,3.1,48.26,536.3,30.9,2.020000457763672,2486.0,1618,1.536458134651184
Silver Fire,Santa Clara,2020-06-04,2020-06-04 07:38:05+00:00,,37.329163,-121.726223,19.0,,91.1,62.1,74.2,54.2,0.0,13.3,,271.17,15.3,53.44,487.4,28.1,-1.619999885559082,7144.0,634,3.9542200565338135
Karchner Fire,Placer,2020-06-05,2020-06-05 09:04:00+00:00,2020-06-05 12:32:00+00:00,38.98487,-121.340239,39.0,0.14444444444444443,80.7,59.1,70.4,48.7,0.0,23.7,32.0,149.46,0.3,47.73,607.3,37.2,-3.9499998092651367,3439.0,34,1.854334115982056
Lakeville Fire,Sonoma,2020-06-05,2020-06-05 16:56:55+00:00,2020-06-06 18:37:00+00:00,38.224849,-122.549816,141.0,1.0695023148148148,69.5,47.2,58.8,51.3,0.0,20.5,36.9,295.42,4.6,78.72,392.9,26.9,-3.4600000381469727,3840.0,132,9.396533012390137
Colleen Fire,Santa Clara,2020-06-04,2020-06-04 19:36:47+00:00,2020-06-07 07:42:00+00:00,37.229703,-121.851895,126.0,2.503622685185185,89.9,62.1,73.4,54.8,0.0,12.9,,300.38,16.3,55.74,481.3,27.7,-2.0,6160.0,163,3.0136866569519043
Willow Fire ,Contra Costa,2020-06-06,2020-06-06 18:00:51+00:00,2020-06-07 07:52:00+00:00,37.994368,-122.002811,100.0,0.5771875,74.1,56.8,63.7,43.9,0.0,24.4,35.8,239.0,1.3,50.21,451.6,27.6,-3.34000015258789,2916.0,59,4.786981582641602
Bitterwater Fire,Monterey,2020-06-07,2020-06-07 14:43:51+00:00,,36.2644,-121.0781,211.0,,71.4,48.8,60.7,42.7,0.0,22.2,31.2,304.25,5.6,54.5,337.2,20.6,-1.1800003051757812,2683.0,130,1.4773215055465698
Gulch Fire,Sonoma,2020-06-06,2020-06-06 16:19:20+00:00,2020-06-08 18:30:00+00:00,38.216134,-122.536406,107.0,2.0907407407407406,69.5,52.0,59.7,48.7,0.0,25.7,37.8,280.75,8.0,70.15,371.9,30.8,-3.310000419616699,3964.0,143,9.396109580993652
Oak Fire,Riverside,2020-06-08,2020-06-08 20:50:06+00:00,2020-06-08 20:46:00+00:00,33.78275,-116.89655,20.0,-0.0028472222222222223,86.3,51.3,69.4,22.8,0.0,16.5,39.1,152.79,0.4,28.3,527.8,32.3,1.8400001525878904,3758.0,555,9.260313987731934
Bradley Fire ,Monterey,2020-06-08,2020-06-08 16:16:07+00:00,2020-06-09 12:24:00+00:00,35.94979,-120.81509,230.0,0.8388078703703704,83.0,47.9,65.5,37.9,0.0,18.3,,288.57,0.0,44.28,482.1,31.2,-1.0900001525878906,3203.0,224,6.563885688781738
Grand Fire,Riverside,2020-06-08,2020-06-08 15:45:17+00:00,2020-06-09 09:51:00+00:00,33.638067,-117.37581,27.0,0.7539699074074074,86.9,51.9,70.1,25.5,0.0,10.7,36.9,159.96,1.0,29.2,453.1,32.6,5.6100006103515625,5724.0,778,28.817163467407227
Hunters Fire,Mariposa,2020-06-07,2020-06-07 19:15:00+00:00,2020-06-10 07:03:00+00:00,37.61955,-120.215454,85.0,2.4916666666666667,74.1,51.7,63.5,38.9,0.0,17.7,27.7,316.17,1.9,43.46,526.8,32.2,-1.1499996185302734,4497.0,493,13.15295124053955
Brock Fire,Shasta,2020-06-04,2020-06-04 16:36:17+00:00,2020-06-04 07:30:00+00:00,40.837885,-122.097933,15.0,-0.3793634259259259,93.2,66.4,80.1,51.6,0.0,10.5,19.7,166.13,0.6,39.6,398.8,25.8,-0.8999996185302734,8890.0,588,7.640624523162842
Wildlife Fire,Solano,2020-06-03,2020-06-03 18:26:25+00:00,2020-06-04 09:26:00+00:00,38.232281,-122.042199,300.0,0.6247106481481481,101.3,60.6,82.2,52.4,0.0,15.4,20.8,247.88,0.0,40.83,480.6,29.4,-3.5299997329711914,3983.0,2,3.887353897094727
McGary Fire ,Solano,2020-06-05,2020-06-05 17:09:00+00:00,2020-06-05 15:10:00+00:00,38.196893,-122.156313,79.0,-0.08263888888888889,74.6,54.2,62.2,49.7,0.01,27.7,43.8,222.29,8.1,65.41,415.2,26.9,-3.779999732971192,4406.0,35,5.814457893371582
Cronan Fire ,El Dorado,2020-06-09,2020-06-09 14:35:25+00:00,,38.827755,-120.988571,29.0,,82.9,54.9,69.4,40.0,0.0,8.2,20.8,176.83,0.0,36.63,454.5,27.8,-1.5299997329711914,6687.0,270,1.5088512897491455
Vineyard Fire ,Mendocino,2020-06-09,2020-06-09 15:22:55+00:00,2020-06-10 18:57:00+00:00,38.89695,-123.21318,151.0,1.1486689814814814,85.9,48.3,67.8,42.4,0.0,10.0,17.2,120.83,0.2,43.02,491.0,31.8,-3.430000305175781,7754.0,291,14.001259803771973
Watt Fire,Placer,2020-06-11,2020-06-11 18:25:12+00:00,2020-06-11 20:46:00+00:00,38.733421,-121.378879,40.0,0.09777777777777778,94.3,62.7,77.3,50.4,0.0,15.0,19.7,178.25,30.0,43.81,426.1,27.6,-2.5500001907348637,2788.0,25,1.5076093673706057
Border 7 Fire,San Diego,2020-06-11,2020-06-11 16:57:46+00:00,2020-06-13 18:00:00+00:00,32.580882,-116.690712,90.0,2.0432175925925926,79.3,61.3,70.4,53.5,0.0,9.6,,168.79,6.2,56.39,526.2,30.3,3.549999237060547,4670.0,1084,29.876314163208008
Hopland Fire,Mendocino,2020-06-13,2020-06-13 18:52:54+00:00,2020-06-14 07:36:00+00:00,39.14783,-80.49163,34.0,0.5299305555555556,69.6,52.9,62.8,50.2,0.0,9.4,,73.13,44.8,64.38,320.0,19.6,1.4099998474121094,8499.0,317,3.0257933139801025
Skyline Fire,San Diego,2020-06-11,2020-06-11 13:08:40+00:00,2020-06-14 18:47:00+00:00,32.73044,-116.7862,100.0,3.2349537037037037,82.1,60.6,71.3,51.8,0.0,9.7,,170.08,0.0,52.24,467.8,26.9,3.780000686645508,4522.0,733,17.797096252441406
Cornetts Fire,Mariposa,2020-06-13,2020-06-13 14:27:51+00:00,2020-06-16 19:17:00+00:00,37.40827,-120.08522,191.0,3.2007986111111113,78.2,53.1,65.7,44.3,0.0,16.4,24.2,312.83,5.3,49.45,378.8,31.4,-1.8999996185302732,3265.0,373,6.464860916137695
Drum Fire,Santa Barbara,2020-06-14,2020-06-14 15:03:45+00:00,,34.63309,-120.28867,696.0,,71.6,50.3,59.7,51.1,0.0,19.7,27.4,278.67,18.6,75.17,419.8,28.7,0.6400003433227539,3343.0,130,2.9993884563446045
Grant Fire,Sacramento,2020-06-12,2020-06-12 12:41:17+00:00,2020-06-17 08:11:00+00:00,38.520981,-121.201927,5042.0,4.812303240740741,75.0,58.5,66.3,50.5,0.0,19.3,25.3,186.17,26.7,58.22,176.0,15.2,-3.4499998092651367,2693.0,63,4.004591941833496
Dawson Fire ,Riverside,2020-06-13,2020-06-13 18:32:06+00:00,2020-06-13 08:26:00+00:00,33.776033,-117.461925,10.0,-0.4209027777777778,81.2,53.5,67.1,51.7,0.0,16.6,22.4,209.25,1.8,61.64,465.4,28.5,5.010000228881836,2745.0,377,7.762913227081299
Smoketree Fire,Riverside,2020-06-02,2020-06-02 19:38:16+00:00,2020-06-07 08:34:00+00:00,33.782532,-116.524014,129.0,4.538703703703704,104.9,79.8,92.0,49.5,0.0,15.8,27.7,237.38,0.0,24.85,395.9,21.4,6.079999923706055,1688.0,217,34.93743896484375
Lime Fire,Ventura,2020-06-10,2020-06-10 18:30:38+00:00,2020-06-17 13:42:00+00:00,34.46182,-118.77347,803.0,6.799560185185185,91.3,63.9,77.6,31.0,0.0,10.1,24.2,255.63,0.6,19.98,542.6,31.3,0.9499998092651368,5718.0,503,17.526020050048828
Riata Fire ,San Luis Obispo,2020-06-16,2020-06-16 14:44:53+00:00,2020-06-17 14:59:00+00:00,35.40953,-120.56823,18.0,1.0098032407407407,75.0,50.7,62.7,47.8,0.0,21.7,31.0,288.17,0.2,61.84,374.9,27.0,0.989999771118164,4374.0,305,13.82650661468506
Gyle Fire,Tehama,2020-06-17,2020-06-17 16:39:25+00:00,,40.000132,-122.205628,68.0,,89.9,62.3,75.8,35.8,0.0,23.8,34.9,340.13,0.0,25.74,438.1,28.4,-3.84000015258789,6190.0,87,0.9274099469184875
Nelson Fire ,Butte,2020-06-17,2020-06-17 12:54:12+00:00,2020-06-17 19:20:00+00:00,39.52408,-121.60037,95.0,0.2679166666666667,89.1,59.0,75.0,40.7,0.0,19.7,32.2,304.21,0.0,31.69,560.0,48.4,-3.390000343322754,3851.0,65,3.893946886062622
Liberty Fire,San Joaquin,2020-06-17,2020-06-17 15:49:46+00:00,2020-06-18 10:44:00+00:00,38.23432,-121.20828,89.0,0.7876620370370371,89.5,61.1,74.8,42.2,0.0,18.5,26.4,310.67,0.0,34.58,380.8,32.9,-4.550000190734863,3137.0,26,7.048918724060059
Nelson Fire,Placer,2020-06-18,2020-06-18 16:56:59+00:00,2020-06-18 19:24:00+00:00,38.89178,-121.33956,110.0,0.10209490740740741,94.9,46.4,73.6,41.6,0.0,10.3,16.1,237.46,0.0,40.1,591.4,36.2,-3.34000015258789,2734.0,36,1.191468358039856
Baker Fire,Kern,2020-06-17,2020-06-17 20:22:58+00:00,2020-06-18 19:17:00+00:00,35.27678,-118.6894,165.0,0.9541898148148148,78.0,52.5,66.5,39.9,0.0,14.7,41.9,295.75,0.0,40.1,522.5,32.0,1.0400009155273438,2033.0,497,8.188385963439941
Honcut Fire,Butte,2020-06-20,2020-06-20 14:24:00+00:00,2020-06-20 19:14:00+00:00,39.36894,-121.53976,89.0,0.2013888888888889,96.6,65.2,80.6,55.0,0.0,11.2,,173.71,0.2,44.05,529.0,45.7,-4.210000038146973,3181.0,34,2.208052635192871
East Fire,Modoc,2020-06-20,2020-06-20 17:23:41+00:00,,41.5017,-120.54161,11.0,,87.2,48.8,69.8,39.5,0.0,18.3,28.8,202.92,0.0,38.98,438.8,28.4,-2.060000419616699,3066.0,1345,1.546847581863403
Stage Fire,Monterey,2020-06-21,2020-06-21 21:50:06+00:00,2020-06-22 19:12:00+00:00,36.69845,-121.57407,52.0,0.8902083333333334,70.4,56.8,62.9,54.4,0.0,16.1,18.3,317.83,55.7,74.79,409.6,25.1,-2.119999885559082,5361.0,59,3.88018012046814
Teddy Fire,Butte,2020-06-18,2020-06-18 22:33:51+00:00,2020-06-18 08:53:00+00:00,39.37577,-121.45372,13.0,-0.5700347222222222,94.8,59.1,79.4,44.2,0.0,12.0,24.2,247.17,0.0,30.96,554.5,47.9,-2.979999542236328,3221.0,105,6.598308563232422
River Fire,San Luis Obispo,2020-06-22,2020-06-22 13:55:00+00:00,2020-06-23 09:04:00+00:00,35.62906,-120.68326,15.0,0.7979166666666667,85.4,53.1,66.0,52.4,0.0,22.8,32.1,239.92,9.6,65.03,432.4,26.5,-1.619999885559082,3312.0,218,5.97769021987915
Ridge Fire,Monterey,2020-06-17,2020-06-17 16:54:46+00:00,2020-06-22 09:07:00+00:00,35.9497,-121.42113,83.0,4.675162037037037,82.9,47.8,66.6,43.4,0.0,12.8,,191.54,0.0,48.56,526.3,32.2,1.260000228881836,8045.0,1031,6.902963638305664
India Fire,San Diego,2020-06-09,2020-06-09 21:51:40+00:00,2020-06-12 09:23:00+00:00,33.37579,-117.47166,1100.0,2.4800925925925927,93.4,51.8,75.7,25.4,0.0,13.6,21.4,140.0,5.7,21.65,482.6,29.5,4.690000534057617,4451.0,118,1.4466921091079712
Hunter Fire,Monterey,2020-06-21,2020-06-21 16:29:28+00:00,2020-06-25 18:55:00+00:00,35.90835,-121.08753,195.0,4.101064814814815,97.1,52.1,72.1,51.5,0.0,19.7,25.3,201.67,21.5,56.78,512.5,31.4,-0.8000001907348633,3564.0,261,1.854334115982056
Sycamore Fire,Fresno,2020-06-23,2020-06-23 08:23:48+00:00,2020-06-26 18:04:00+00:00,36.97511,-119.33439,19.0,3.4029166666666666,102.8,71.6,87.3,58.0,0.0,11.6,,286.42,11.5,40.01,506.1,29.2,-2.3299999237060547,4704.0,488,3.9398598670959473
Diablo Fire,Stanislaus,2020-06-25,2020-06-25 06:47:01+00:00,2020-06-26 18:32:00+00:00,37.46265,-121.18355,202.0,1.4895717592592592,98.0,68.6,82.5,57.7,0.0,12.4,18.3,318.71,0.9,44.87,500.1,30.6,-2.8199996948242188,2380.0,75,6.106652736663818
Indian Fire,Riverside,2020-06-26,2020-06-26 17:07:51+00:00,,33.565093,-116.750925,59.0,,96.8,65.0,80.7,51.4,0.0,15.3,31.1,232.17,0.0,40.62,432.2,26.4,3.680000305175781,2991.0,1148,4.318429946899414
58 Fire,Riverside,2020-06-24,2020-06-24 17:49:08+00:00,2020-06-27 06:58:00+00:00,33.27665,-115.96594,12.0,2.547824074074074,108.2,72.5,91.8,52.3,0.0,13.0,,122.5,8.8,30.68,391.6,24.0,3.6499996185302734,697.0,-27,1.854334115982056
Bend Fire,San Luis Obispo,2020-06-25,2020-06-25 17:28:46+00:00,2020-06-28 07:06:00+00:00,35.30742,-119.88048,263.0,2.567523148148148,79.7,63.1,69.1,54.4,0.0,11.9,19.7,215.54,51.8,60.62,492.8,31.9,-0.5500001907348633,2251.0,640,3.588218927383423
Muck Fire ,Lassen,2020-06-29,2020-06-29 12:35:41+00:00,2020-06-29 18:49:00+00:00,41.0336731,-121.2199939,12.0,0.2592476851851852,71.1,38.9,56.9,35.4,0.0,16.1,23.0,236.5,42.0,47.64,456.8,26.3,-2.119999885559082,4363.0,1351,3.708238363265991
R-2 Fire,Lassen,2020-06-23,2020-06-23 21:12:11+00:00,2020-06-26 18:00:00+00:00,40.43203,-120.28147,563.0,2.866539351851852,98.7,57.3,79.7,40.2,0.0,17.2,,198.5,3.6,27.78,471.1,28.8,-1.7100000381469729,2222.0,1378,0.0
